WELL,DEPTH_MD,RDEP,RHOB,GR,NPHI,PEF,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY
16/10-5,2802.7803873,0.9768208265,2.5530376434,103.00026703,0.3642140329,7.5741839409,105.87795258,65000
16/10-5,2802.9323873,0.968511939,2.5444738865,103.88941956,0.3628988564,7.4434957504,105.51435089,65000
16/10-5,2803.0843873,0.9634972215,2.5462300777,103.45568848,0.372351557,7.2976164818,105.45044708,65000
16/10-5,2803.2363873,0.9453189373,2.5485229492,104.11536407,0.3678506017,7.2454352379,105.65646362,65000
16/10-5,2803.3883873,0.9387153387,2.5427427292,106.98163605,0.3460854292,7.2557473183,105.07951355,65000
16/10-5,2803.5403873,0.954418242,2.5325336456,110.28313446,0.3704353571,7.249569416,104.87551117,65000
16/10-5,2803.6923873,0.9800418615,2.5292019844,112.96168518,0.3843657076,7.3502569199,104.74315643,65000
16/10-5,2803.8443873,0.9929705262,2.5342237949,114.14815521,0.3575069606,7.4860596657,104.19671631,65000
16/10-5,2803.9963873,0.9807841182,2.5418486595,116.11244965,0.3570007682,7.6568264961,103.98075867,65000
16/10-5,2804.1483873,0.9540660381,2.5512797832,117.40929413,0.368334204,7.7582511902,104.03215027,65000
16/10-5,2804.3003873,0.9513838887,2.5499255657,116.81546021,0.3758759797,7.7594423294,104.12528229,65000
16/10-5,2804.4523873,0.979958415,2.5494713783,112.31915283,0.379660666,7.6839485168,104.01454926,65000
16/10-5,2804.6043873,1.0131425858,2.5545773506,107.59276581,0.3531804085,7.4762840271,103.42269897,65000
16/10-5,2804.7563873,1.0369082689,2.5501933098,105.74810791,0.3399270475,7.2745299339,103.22681427,65000
16/10-5,2804.9083873,1.0562645197,2.5497002602,106.5326767,0.3686291575,7.1310782433,103.67755127,65000
16/10-5,2805.0603873,1.0550310612,2.5551624298,107.7921524,0.3818918467,7.026509285,103.99761963,65000
16/10-5,2805.2123873,1.0370787382,2.5625975132,107.22679138,0.3734194934,7.0614142418,103.65162659,65000
16/10-5,2805.3643873,1.0212682486,2.5560717583,106.30993652,0.3733285069,7.2191705704,102.61309814,65000
16/10-5,2805.5163873,1.0328035355,2.5582914352,104.85627747,0.3653220236,7.3566627502,101.23574829,65000
16/10-5,2805.6683873,1.0637716055,2.5631611347,104.02317047,0.3529754579,7.2976098061,100.27790833,65000
16/10-5,2805.8203873,1.0834938288,2.5553336143,103.83971405,0.3531068265,7.251306057,100.43270111,65000
16/10-5,2805.9723873,1.0847970247,2.5523586273,103.3037262,0.3689692914,7.3069543839,100.85177612,65000
16/10-5,2806.1243873,1.0618908405,2.5598096848,103.73631287,0.3841981888,7.3597359657,101.91614532,65000
16/10-5,2806.2763873,1.03244102,2.5615494251,104.91251373,0.3826958537,7.3061265945,102.84026337,65000
16/10-5,2806.4283873,1.0247906446,2.5564222336,107.88754272,0.3691893816,7.2172136307,102.96788788,65000
16/10-5,2806.5803873,1.0336674452,2.5501585007,109.09946442,0.3710373342,7.2534141541,102.91466522,65000
16/10-5,2806.7323873,1.0464032888,2.5529260635,108.10646057,0.3735156357,7.3115406036,103.55348969,65000
16/10-5,2806.8843873,1.0416535139,2.562277317,105.14364624,0.3843214214,7.3767256737,104.03311157,65000
16/10-5,2807.0363873,1.0370310545,2.5754122734,103.45022583,0.3769752681,7.5086359978,103.12961578,65000
16/10-5,2807.1883873,1.0670739412,2.581403017,102.01141357,0.3680779338,7.6325831413,102.00608826,65000
16/10-5,2807.3403873,1.1115957499,2.581526041,100.46504211,0.3537303805,7.7088308334,101.02502441,65000
16/10-5,2807.4923873,1.1342964172,2.5807337761,99.135696411,0.3536485732,7.675866127,100.60334778,65000
16/10-5,2807.6443873,1.1232315302,2.5787191391,98.89881134,0.3617326915,7.6237297058,101.12241364,65000
16/10-5,2807.7963873,1.1021226645,2.5774805546,99.606239319,0.353992939,7.5287413597,100.87805176,65000
16/10-5,2807.9483873,1.1027284861,2.5716984272,99.878990173,0.3464748263,7.424284935,100.17576599,65000
16/10-5,2808.1003873,1.1475030184,2.5710954666,98.921791077,0.3434104323,7.475382328,99.115264893,65000
16/10-5,2808.2523873,1.1998786926,2.5864057541,96.751106262,0.3529461026,7.6605744362,97.019332886,65000
16/10-5,2808.4043873,1.2333769798,2.5912737846,93.31022644,0.3473981917,7.792427063,94.602905273,65000
16/10-5,2808.5563873,1.3039450645,2.5857255459,88.619987488,0.3198317587,7.7206511497,92.586257935,65000
16/10-5,2808.7083873,1.3873704672,2.5839877129,83.510520935,0.3017680347,7.6079006195,91.023643494,65000
16/10-5,2808.8603873,1.4665879011,2.5894901752,78.66834259,0.2770795822,7.674847126,90.090675354,65000
16/10-5,2809.0123873,1.5676628351,2.5925343037,76.74433136,0.2598822415,7.8208050728,90.119392395,65000
16/10-5,2809.1643873,1.5949636698,2.5895967484,78.311813354,0.2620033324,7.9165382385,90.973823547,65000
16/10-5,2809.3163873,1.5055526495,2.5843570232,82.308547974,0.2737231553,7.8390650749,92.96572113,65000
16/10-5,2809.4683873,1.3793067932,2.5831866264,85.730819702,0.2858265042,7.7021827698,94.147758484,65000
16/10-5,2809.6203873,1.3675354719,2.5951623917,83.756889343,0.2912841737,7.7337107658,92.327667236,65000
16/10-5,2809.7723873,1.5678341389,2.6020333767,76.466598511,0.2832881212,7.8638329506,88.423492432,65000
16/10-5,2809.9243873,1.8396927118,2.6099667549,68.57635498,0.256541729,7.9783320427,84.325752258,65000
16/10-5,2810.0763873,2.0774300098,2.6179971695,64.132789612,0.2289133668,7.9410538673,80.874549866,65000
16/10-5,2810.2283873,2.2945301533,2.6230897903,61.400798798,0.2008256018,7.9327507019,77.831085205,65000
16/10-5,2810.3803873,2.5773735046,2.6334168911,55.627811432,0.1700222641,8.0786991119,75.398231506,65000
16/10-5,2810.5323873,2.9742054939,2.6448984146,48.139751434,0.1452759355,8.2969264984,74.564117432,70000
16/10-5,2810.6843873,3.1496524811,2.6452326775,47.038257599,0.1379159093,8.3839263916,76.873008728,70000
16/10-5,2810.8363873,2.6615684032,2.6272501945,57.263961792,0.1623212099,8.1573133469,82.837532043,70000
16/10-5,2810.9883873,1.8792433739,2.6011953354,73.764839172,0.2081842273,7.7971558571,89.34588623,65000
16/10-5,2811.1403873,1.4421095848,2.5782120228,86.808250427,0.2624333203,7.5220637321,94.146453857,65000
16/10-5,2811.2923873,1.3063107729,2.5706441402,92.248138428,0.3088404536,7.4436578751,96.728530884,65000
16/10-5,2811.4443873,1.2537254095,2.5786375999,92.954216003,0.3272754252,7.4715189934,97.027198792,65000
16/10-5,2811.5963873,1.2314977646,2.5955712795,92.284255981,0.3343965709,7.5234541893,96.879447937,65000
16/10-5,2811.7483873,1.229351759,2.6048471928,92.642471313,0.3318393826,7.6214671135,96.841621399,65000
16/10-5,2811.9003873,1.2159545422,2.6017541885,94.621078491,0.3375077844,7.6695718765,97.074981689,65000
16/10-5,2812.0523873,1.1864409447,2.605022192,97.455253601,0.34251526,7.6694383621,97.971313477,65000
16/10-5,2812.2043873,1.1618003845,2.6082427502,98.897064209,0.3440789282,7.7232136726,98.656455994,65000
16/10-5,2812.3563873,1.1611633301,2.598287344,98.538352966,0.3476975858,7.7473812103,99.008644104,65000
16/10-5,2812.5083873,1.1632835865,2.5882108212,100.05486298,0.359390974,7.8165130615,99.865715027,65000
16/10-5,2812.6603873,1.1551890373,2.5793750286,100.61114502,0.3678688705,7.7847819328,99.896240234,65000
16/10-5,2812.8123873,1.1744263172,2.5737097263,97.249771118,0.3352945149,7.6293473244,98.465240479,65000
16/10-5,2812.9643873,1.2491691113,2.5820469856,91.852142334,0.3099348545,7.540184021,95.614997864,65000
16/10-5,2813.1163873,1.3431341648,2.5916311741,86.364776611,0.2960034311,7.5095539093,92.597145081,65000
16/10-5,2813.2683873,1.4379251003,2.5834612846,81.951553345,0.2882430255,7.6148786545,91.014541626,65000
16/10-5,2813.4203873,1.540571332,2.5868413448,75.807754517,0.2687223256,7.6633934975,89.604263306,65000
16/10-5,2813.5723873,1.6598730087,2.6039953232,69.942253113,0.2548758984,7.6720933914,88.085289001,65000
16/10-5,2813.7243873,1.7042338848,2.6120333672,67.779556274,0.2542063892,7.7453603745,88.248260498,65000
16/10-5,2813.8763873,1.5944652557,2.6105310917,70.400917053,0.2723636329,7.7071204185,90.492874146,65000
16/10-5,2814.0283873,1.4139363766,2.6010494232,76.604721069,0.282725364,7.6032700539,93.098228455,65000
16/10-5,2814.1803873,1.3051160574,2.583994627,83.083198547,0.2949675322,7.5274338722,94.663253784,65000
16/10-5,2814.3323873,1.2840148211,2.576079607,87.094871521,0.3147630095,7.5169672966,94.510055542,65000
16/10-5,2814.4843873,1.2928022146,2.5914666653,88.441009521,0.2994756699,7.5473446846,93.595504761,65000
16/10-5,2814.6363873,1.323102951,2.6094095707,88.861083984,0.2884772718,7.5150413513,93.130226135,65000
16/10-5,2814.7883873,1.3678921461,2.612862587,87.675102234,0.2873352468,7.5624194145,92.493835449,65000
16/10-5,2814.9403873,1.4385329485,2.6046173573,84.677658081,0.2769771814,7.7605466843,91.390510559,65000
16/10-5,2815.0923873,1.5484796762,2.6004917622,80.324790955,0.2792856991,7.983982563,90.733306885,65000
16/10-5,2815.2443873,1.5621960163,2.6017463207,77.614891052,0.2863872051,8.1340456009,90.621246338,65000
16/10-5,2815.3963873,1.4611455202,2.6043262482,77.303642273,0.2819469571,8.0932312012,90.853782654,65000
16/10-5,2815.5483873,1.4625452757,2.6103262901,76.670227051,0.2719494104,8.0432405472,90.893188477,65000
16/10-5,2815.7003873,1.5703579187,2.6066875458,73.186164856,0.2514003217,8.0199871063,89.555778503,65000
16/10-5,2815.8523873,1.741738081,2.6114718914,67.826934814,0.2322970778,8.0494537354,86.518028259,65000
16/10-5,2816.0043873,1.9056502581,2.6149852276,64.299980164,0.2230712473,8.0666151047,84.712814331,65000
16/10-5,2816.1563873,1.9203138351,2.6150531769,66.191078186,0.2357168943,7.9879903793,85.156913757,65000
16/10-5,2816.3083873,1.7744469643,2.6194880009,72.505058289,0.2305935472,7.9038786888,87.097816467,65000
16/10-5,2816.4603873,1.6848521233,2.6225671768,80.493362427,0.2434342355,7.8567509651,88.495094299,65000
16/10-5,2816.6123873,1.5772897005,2.6225802898,84.952796936,0.2643322051,7.741165638,89.014328003,65000
16/10-5,2816.7643873,1.5186978579,2.608196497,84.107017517,0.2689339221,7.7195100784,88.805892944,65000
16/10-5,2816.9163873,1.6099022627,2.5951879025,78.662094116,0.2494903356,7.8082485199,87.197219849,65000
16/10-5,2817.0683873,1.8066060543,2.5903720856,70.96156311,0.2219301015,7.9706683159,84.740814209,65000
16/10-5,2817.2203873,1.9336500168,2.5979752541,65.706062317,0.2158198804,8.0313835144,84.091941833,65000
16/10-5,2817.3723873,1.8267480135,2.6057436466,64.515861511,0.2209168524,7.9389324188,84.646766663,65000
16/10-5,2817.5243873,1.6689531803,2.6162593365,67.518936157,0.2277551442,7.9309558868,86.479919434,65000
16/10-5,2817.6763873,1.6034107208,2.6157829762,72.662132263,0.2461735904,7.9923329353,90.157897949,65000
16/10-5,2817.8283873,1.4624897242,2.6008515358,77.119522095,0.2753278911,8.003370285,93.003715515,65000
16/10-5,2817.9803873,1.3702243567,2.5878973007,78.963691711,0.2780121267,7.9520983696,94.566482544,65000
16/10-5,2818.1323873,1.3601790667,2.5840342045,79.400520325,0.2934873402,7.7859172821,95.439346313,65000
16/10-5,2818.2843873,1.326996088,2.5835494995,78.923622131,0.3083303571,7.6725463867,93.608825684,65000
16/10-5,2818.4363873,1.356449008,2.5924320221,76.96105957,0.2763991952,7.6523771286,90.406959534,65000
16/10-5,2818.5883873,1.5617562532,2.6007404327,72.993675232,0.2464536875,7.7827386856,86.961181641,65000
16/10-5,2818.7403873,1.6633034945,2.6056451797,71.084259033,0.2361836582,7.893969059,84.662895203,65000
16/10-5,2818.8923873,1.5639716387,2.5921521187,69.349006653,0.2246020585,7.8838844299,83.866249084,65000
16/10-5,2819.0443873,1.6731231213,2.5784389973,67.176803589,0.2208600789,7.8125786781,83.90953064,65000
16/10-5,2819.1963873,1.7818368673,2.5809168816,64.891792297,0.2266456783,7.721865654,84.789237976,65000
16/10-5,2819.3483873,1.7491104603,2.5938272476,67.713439941,0.2328946888,7.6888389587,86.147468567,65000
16/10-5,2819.5003873,1.5994735956,2.6053495407,72.719810486,0.2408197373,7.6533150673,88.142555237,65000
16/10-5,2819.6523873,1.4065817595,2.6129310131,77.362869263,0.2550516427,7.703268528,90.567070007,65000
16/10-5,2819.8043873,1.3327096701,2.62413311,79.812934875,0.2600016594,7.771229744,92.278930664,65000
16/10-5,2819.9563873,1.3042196035,2.621458292,81.279304504,0.2703275681,7.7978315353,93.009063721,65000
16/10-5,2820.1083873,1.2801636457,2.6094505787,81.991775513,0.2995663285,7.7817997932,93.867843628,65000
16/10-5,2820.2603873,1.2681186199,2.5955550671,83.635452271,0.3079126775,7.7463560104,95.582725525,65000
16/10-5,2820.4123873,1.2326208353,2.593149662,86.725028992,0.3117964268,7.7220621109,96.669235229,65000
16/10-5,2820.5643873,1.1835297346,2.5999004841,89.144760132,0.3074169159,7.7772021294,96.065444946,65000
16/10-5,2820.7163873,1.1807276011,2.5970070362,89.11920929,0.3152271509,7.905611515,95.087036133,65000
16/10-5,2820.8683873,1.2264518738,2.5796875954,86.594062805,0.3172958493,8.0744905472,94.419425964,65000
16/10-5,2821.0203873,1.2445501089,2.5682516098,85.501914978,0.3143112361,8.081987381,92.708259583,65000
16/10-5,2821.1723873,1.2583954334,2.5643634796,84.907363892,0.2908066809,7.9986772537,91.024284363,65000
16/10-5,2821.3243873,1.3399159908,2.5740876198,82.264404297,0.2712248266,7.8325333595,91.019371033,65000
16/10-5,2821.4763873,1.3753187656,2.5836141109,77.852767944,0.2742192447,7.7791857719,90.114761353,65000
16/10-5,2821.6283873,1.3927195072,2.5954077244,73.637931824,0.2748578489,7.8314347267,88.167823792,65000
16/10-5,2821.7803873,1.4341820478,2.6075172424,71.338401794,0.241324693,8.2929754257,88.068557739,65000
16/10-5,2821.9323873,1.5061845779,2.6125512123,69.782562256,0.2280531824,9.0179138184,87.741416931,65000
16/10-5,2822.0843873,1.5707650185,2.6220304966,69.489814758,0.2401821911,9.1264896393,87.370697021,65000
16/10-5,2822.2363873,1.61990273,2.6339809895,69.907684326,0.2548766434,8.7184591293,87.402183533,65000
16/10-5,2822.3883873,1.623452425,2.6385085583,70.805549622,0.2417003512,8.0782394409,87.900848389,65000
16/10-5,2822.5403873,1.5851870775,2.6109514236,70.505508423,0.2569658756,7.8736195564,88.332824707,65000
16/10-5,2822.6923873,1.5387248993,2.6352362633,70.230323792,0.2759476304,7.8544201851,88.182670593,65000
16/10-5,2822.8443873,1.5354084969,2.6242687702,67.345794678,0.2469350845,7.9216346741,86.61289978,65000
16/10-5,2822.9963873,1.6112908125,2.6078116894,62.57321167,0.2221326679,8.0915803909,82.900367737,65000
16/10-5,2823.1483873,1.7930089235,2.5844902992,58.413604736,0.2107786983,8.1255493164,81.903869629,65000
16/10-5,2823.3003873,1.9069473743,2.5769064426,57.005264282,0.2295688838,8.0434808731,82.568473816,65000
16/10-5,2823.4523873,1.8158813715,2.5714218616,60.129730225,0.2338730991,7.8557167053,84.037948608,65000
16/10-5,2823.6043873,1.7888190746,2.5791060925,62.415512085,0.216422379,7.873462677,85.819038391,65000
16/10-5,2823.7563873,1.7719160318,2.5969762802,64.536254883,0.2284377664,8.0450296402,86.739578247,65000
16/10-5,2823.9083873,1.6027669907,2.6015872955,65.56893158,0.2412133068,8.1532354355,87.373908997,65000
16/10-5,2824.0603873,1.5016905069,2.6003398895,69.176208496,0.2422319949,8.0533094406,89.830116272,65000
16/10-5,2824.2123873,1.4238837957,2.5892384052,72.346588135,0.2670927644,7.778131485,91.431762695,65000
16/10-5,2824.3643873,1.3506200314,2.5891313553,72.223129272,0.2633664906,7.5347537994,91.059440613,65000
16/10-5,2824.5163873,1.4122575521,2.6029999256,70.544639587,0.2608431578,7.5609173775,89.472724915,65000
16/10-5,2824.6683873,1.5028494596,2.6106798649,71.191108704,0.2583243847,7.6388731003,88.54737854,65000
16/10-5,2824.8203873,1.399900794,2.6050677299,72.839653015,0.2581889927,7.7753901482,88.483909607,65000
16/10-5,2824.9723873,1.3488496542,2.6072769165,73.348556519,0.2553355396,7.718940258,89.73551178,65000
16/10-5,2825.1243873,1.4068920612,2.5904994011,72.05783844,0.2535512447,7.7293353081,90.928153992,65000
16/10-5,2825.2763873,1.420997858,2.5897135735,72.949119568,0.247502178,7.7475013733,91.284233093,65000
16/10-5,2825.4283873,1.3440128565,2.5820193291,75.319984436,0.2620911598,7.6101989746,91.369529724,65000
16/10-5,2825.5803873,1.2788844109,2.5883190632,76.885803223,0.2561683357,7.5660271645,91.50479126,65000
16/10-5,2825.7323873,1.4221935272,2.5915443897,75.846710205,0.2409262955,7.5714693069,90.273963928,65000
16/10-5,2825.8843873,1.5669299364,2.5974946022,71.671440125,0.2315523475,7.775803566,87.833839417,65000
16/10-5,2826.0363873,1.6849353313,2.598856926,65.209762573,0.2334547639,7.8030347824,85.305038452,65000
16/10-5,2826.1883873,1.5988299847,2.6080448627,60.948623657,0.2182689756,7.8471636772,83.65019989,65000
16/10-5,2826.3403873,1.695318222,2.6149940491,61.639308929,0.2077190578,7.8435020447,83.945831299,65000
16/10-5,2826.4923873,1.6830562353,2.6097173691,65.946174622,0.2149940431,7.8705439568,85.47089386,65000
16/10-5,2826.6443873,1.5595507622,2.5965106487,69.287605286,0.2093306929,7.8104577065,86.37676239,65000
16/10-5,2826.7963873,1.481316328,2.5946383476,74.85219574,0.2145249695,7.7149133682,88.077735901,65000
16/10-5,2826.9483873,1.4405462742,2.5941536427,81.603340149,0.2522414327,7.6928935051,87.2629776,65000
16/10-5,2827.1003873,1.3486232758,2.5837519169,82.282752991,0.2597157359,7.7202577591,84.426643372,65000
16/10-5,2827.2523873,1.4751867056,2.5858781338,71.879516602,0.2077775151,7.9644398689,82.27973938,65000
16/10-5,2827.4043873,1.6853196621,2.5886371136,61.888515472,0.2047236413,8.1639528275,82.791664124,65000
16/10-5,2827.5563873,1.3655375242,2.586288929,63.266777039,0.2206397206,8.2255487442,86.23500061,65000
16/10-5,2827.7083873,1.042361021,2.5804698467,71.382545471,0.2180503756,8.1073217392,89.916259766,65000
16/10-5,2827.8603873,1.0602638721,2.5806686878,73.138435364,0.2098092437,7.9963965416,88.989616394,65000
16/10-5,2828.0123873,1.1936694384,2.5909223557,67.053108215,0.2246602178,7.9953260422,84.338165283,65000
16/10-5,2828.1643873,1.3155325651,2.5965054035,57.23507309,0.2279924154,8.0521535873,79.623817444,65000
16/10-5,2828.3163873,1.5594080687,2.6135616302,48.127311707,0.190931499,8.2555856705,75.084205627,65000
16/10-5,2828.4683873,2.0343394279,2.6184966564,41.971195221,0.1539497823,8.3850679398,73.03767395,65000
16/10-5,2828.6203873,2.0646877289,2.6247301102,44.752643585,0.1627745181,8.3179330826,76.68510437,65000
16/10-5,2828.7723873,1.5724571943,2.620174408,54.581188202,0.1748403758,8.0624952316,83.095436096,65000
16/10-5,2828.9243873,1.2128454447,2.6151633263,66.194496155,0.1873752773,7.8778910637,88.233879089,65000
16/10-5,2829.0763873,1.0450632572,2.602575779,72.089881897,0.2146164924,7.748749733,91.072158813,65000
16/10-5,2829.2283873,1.1128904819,2.5881795883,76.054519653,0.2119645029,7.6654696465,93.95778656,65000
16/10-5,2829.3803873,1.0692937374,2.575773716,80.263061523,0.264169842,7.6272931099,96.721946716,65000
16/10-5,2829.5323873,0.8541212082,2.5685219765,86.462974548,0.2660658062,7.7150530815,98.682014465,65000
16/10-5,2829.6843873,0.8115270734,2.5618822575,90.265533447,0.2668705583,7.8051199913,99.646018982,65000
16/10-5,2829.8363873,0.8333959579,2.5690720081,91.753623962,0.2689480186,7.9110951424,96.9478302,65000
16/10-5,2829.9883873,0.839381814,2.5574247837,91.652282715,0.2701129913,7.8699932098,94.941223145,65000
16/10-5,2830.1403873,0.9127237797,2.5682733059,89.711112976,0.2817134857,7.8865709305,94.277656555,65000
16/10-5,2830.2923873,0.89840132,2.5893950462,87.383972168,0.2598474026,7.9923019409,93.91342926,65000
16/10-5,2830.4443873,0.824975729,2.6410267353,89.580055237,0.2735174298,8.1652183533,95.495429993,65000
16/10-5,2830.5963873,0.7301006317,2.6322944164,96.129173279,0.2771146297,8.2547311783,100.90576935,65000
16/10-5,2830.7483873,0.7580359578,2.5817499161,110.90272522,0.3278448582,7.9494638443,107.52784729,65000
16/10-5,2830.9003873,0.8813459873,2.4940011501,127.42718506,0.3949737251,7.7275257111,113.7913208,65000
16/10-5,2831.0523873,0.9731462598,2.3927109241,145.97813416,0.4216625988,7.3936333656,117.38853455,65000
16/10-5,2831.2043873,1.1974235773,2.3419675827,161.28637695,0.4320387542,7.3198485374,119.49369049,65000
16/10-5,2831.3563873,1.3085895777,2.3345928192,172.31147766,0.4493865967,7.3131542206,120.41841125,65000
16/10-5,2831.5083873,1.3897508383,2.3098604679,177.69720459,0.4550664127,7.4971132278,119.55189514,65000
16/10-5,2831.6603873,1.3294363022,2.3153450489,177.73979187,0.4450078011,7.5382452011,118.93370056,65000
16/10-5,2831.8123873,1.2246011496,2.3009188175,180.92195129,0.4902096093,7.2574944496,119.34103394,65000
16/10-5,2831.9643873,1.2501485348,2.3090279102,185.87698364,0.4454619884,7.1134591103,119.26823425,65000
16/10-5,2832.1163873,1.243716836,2.3216712475,194.07746887,0.4206188917,7.0932240486,119.12778473,65000
16/10-5,2832.2683873,1.2373870611,2.3221793175,197.41552734,0.4404443502,7.1968922615,119.90665436,65000
16/10-5,2832.4203873,1.2236412764,2.3042209148,202.08488464,0.4575054646,7.0772490501,120.4981308,65000
16/10-5,2832.5723873,1.3266201019,2.2935752869,202.64335632,0.4694928229,7.0577173233,121.06521606,65000
16/10-5,2832.7243873,1.3641790152,2.2873101234,202.48167419,0.4593297541,7.2267580032,120.21283722,65000
16/10-5,2832.8763873,1.2987048626,2.2904105186,198.75289917,0.444742918,7.2784314156,118.99472809,65000
16/10-5,2833.0283873,1.3428641558,2.3039679527,195.4269104,0.4251834154,7.260187149,117.66351318,65000
16/10-5,2833.1803873,1.25841856,2.321126461,192.63781738,0.4526050091,6.8977117538,116.97748566,65000
16/10-5,2833.3323873,1.1618877649,2.3393797874,188.33396912,0.4370463789,6.7626709938,115.55822754,65000
16/10-5,2833.4843873,1.1924430132,2.3437962532,180.39639282,0.479382813,6.6222410202,115.13288116,65000
16/10-5,2833.6363873,1.1970428228,2.3442866802,170.47663879,0.4182923436,6.7849140167,117.00533295,65030
16/10-5,2833.7883873,1.1544774771,2.341006279,164.26348877,0.4345373809,6.7511334419,116.42609406,65030
16/10-5,2833.9403873,1.1399359703,2.3495364189,161.5567627,0.407245487,6.8145794868,116.51261139,65030
16/10-5,2834.0923873,1.1309753656,2.3641042709,160.27229309,0.4272524714,6.7609009743,116.55410767,65030
16/10-5,2834.2443873,0.9811091423,2.351316452,163.23368835,0.4223008156,7.1690139771,115.78298187,65030
16/10-5,2834.3963873,1.0370826721,2.3372511864,170.19171143,0.4690462053,7.062620163,117.37615204,65030
16/10-5,2834.5483873,1.1520900726,2.3120408058,176.76713562,0.4865726233,6.9254989624,119.46957397,65000
16/10-5,2834.7003873,1.2160331011,2.3007919788,177.53285217,0.4713661969,6.5592918396,119.87615967,65000
16/10-5,2834.8523873,1.2324769497,2.2859091759,176.60775757,0.4474181235,6.5317468643,119.12838745,65000
16/10-5,2835.0043873,1.1104995012,2.2826440334,174.99908447,0.4549194872,6.4685325623,119.58100891,65000
16/10-5,2835.1563873,1.0743063688,2.2883501053,176.01254272,0.4526761174,6.353000164,120.49318695,65000
16/10-5,2835.3083873,1.1412470341,2.2862341404,173.53988647,0.4908897281,6.2556681633,120.79143524,65000
16/10-5,2835.4603873,1.1774152517,2.2858030796,172.14894104,0.4925162494,6.2475171089,120.37282562,65000
16/10-5,2835.6123873,1.1539388895,2.2946386337,165.45213318,0.4535878599,6.4735684395,118.33937836,65000
16/10-5,2835.7643873,1.1000591516,2.3149003983,162.48324585,0.4364728928,6.4973464012,117.14498901,65030
16/10-5,2835.9163873,0.869243741,2.3274199963,159.02607727,0.5156555772,6.6571998596,118.33990479,65030
16/10-5,2836.0683873,0.7555631995,2.3164656162,160.23007202,0.4514645636,6.5350751877,119.62522125,65030
16/10-5,2836.2203873,1.0556765795,2.2967603207,162.2640686,0.4795717001,6.6909656525,119.83501434,65030
16/10-5,2836.3723873,1.3123736382,2.2846066952,163.27033997,0.4651947916,6.7719507217,118.83086395,65030
16/10-5,2836.5243873,1.3108090162,2.2893676758,166.36361694,0.4600726962,6.6847238541,119.63850403,65030
16/10-5,2836.6763873,1.197406888,2.3022797108,165.5279541,0.4825169742,6.6443953514,119.8093338,65030
16/10-5,2836.8283873,1.0930405855,2.3193058968,169.56053162,0.4712296128,6.3974118233,120.68742371,65030
16/10-5,2836.9803873,1.0801352262,2.3039987087,169.35812378,0.4626175165,6.3955073357,122.29129028,65000
16/10-5,2837.1323873,1.1095622778,2.291020155,174.85835266,0.4784549177,6.3426179886,121.98768616,65000
16/10-5,2837.2843873,1.1673660278,2.3003065586,178.16329956,0.4615771174,6.4938211441,119.42636871,65000
16/10-5,2837.4363873,1.2289834023,2.3069410324,182.5566864,0.4194494784,7.0329408646,117.34747314,65000
16/10-5,2837.5883873,1.0764946938,2.3187613487,184.63970947,0.4623706639,7.2057657242,116.34952545,65000
16/10-5,2837.7403873,1.1181172132,2.3170657158,186.56216431,0.4422132671,7.2962574959,117.84672546,65000
16/10-5,2837.8923873,1.1226615906,2.3068854809,182.96606445,0.4382552505,6.7771110535,119.84618378,65000
16/10-5,2838.0443873,1.1075578928,2.2874417305,185.03407288,0.4234746099,6.6363148689,120.17656708,65000
16/10-5,2838.1963873,1.1395555735,2.272721529,189.59992981,0.4904028773,6.5869889259,119.87593079,65000
16/10-5,2838.3483873,1.1625322104,2.2675704956,192.99514771,0.5099591613,6.4730696678,119.64761353,65000
16/10-5,2838.5003873,1.142010808,2.2653169632,193.52900696,0.4912152886,6.4619240761,119.33839417,65000
16/10-5,2838.6523873,1.1524555683,2.2668552399,192.66607666,0.4736572206,6.3416395187,119.36647034,65000
16/10-5,2838.8043873,1.1590667963,2.2615194321,198.1076355,0.4446714818,6.461183548,119.46452332,65000
16/10-5,2838.9563873,1.1515141726,2.2659084797,197.97639465,0.4606080651,6.439204216,119.44798279,65000
16/10-5,2839.1083873,1.1123028994,2.2697997093,195.18640137,0.4186030626,6.5978865623,118.7325592,65000
16/10-5,2839.2603873,1.1246711016,2.2753868103,195.48539734,0.4896341562,6.6528506279,117.50294495,65000
16/10-5,2839.4123873,1.1713101864,2.2836487293,193.57546997,0.4564076066,6.7493829727,119.08331299,65000
16/10-5,2839.5643873,1.1399694681,2.2986724377,196.39389038,0.4152487814,6.7036709785,119.06739807,65000
16/10-5,2839.7163873,1.1466251612,2.3122546673,198.2649231,0.4077770412,6.8648719788,117.71891785,65000
16/10-5,2839.8683873,1.1916103363,2.317927599,206.12043762,0.4349423647,6.8570284843,117.55065918,65000
16/10-5,2840.0203873,1.1863991022,2.3006954193,208.81838989,0.4878034294,6.8105459213,118.80587769,65000
16/10-5,2840.1723873,1.1401964426,2.3009886742,209.71513367,0.4326890707,6.6170248985,120.00758362,65000
16/10-5,2840.3243873,1.0884090662,2.2899410725,206.73745728,0.4776954055,6.7907800674,119.95970917,65000
16/10-5,2840.4763873,1.0742160082,2.2952654362,203.59902954,0.470009923,6.8163709641,121.34326935,65000
16/10-5,2840.6283873,1.1627432108,2.2972509861,201.58407593,0.4245016575,6.8656811714,120.48745728,65000
